date,     jday, time,  Lvs_Init,Lvs_Apr, Leaf_#,  area,  mass,     Sen_Area, Pntl_Area,Elong_age,CarbRat, SLA,     dropped, state,   GDDSum   
 04/01/1990,  32964,  0,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     0.33
 04/01/1990,  32964,  0,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     0.33
 04/01/1990,  32964,  0,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     0.33
 04/01/1990,  32964,  0,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     0.33
 04/01/1990,  32964,  0,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     0.33
 04/01/1990,  32964,  1,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     0.69
 04/01/1990,  32964,  1,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     0.69
 04/01/1990,  32964,  1,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     0.69
 04/01/1990,  32964,  1,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     0.69
 04/01/1990,  32964,  1,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     0.69
 04/01/1990,  32964,  2,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     1.05
 04/01/1990,  32964,  2,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     1.05
 04/01/1990,  32964,  2,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     1.05
 04/01/1990,  32964,  2,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     1.05
 04/01/1990,  32964,  2,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     1.05
 04/01/1990,  32964,  3,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     1.43
 04/01/1990,  32964,  3,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     1.43
 04/01/1990,  32964,  3,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     1.43
 04/01/1990,  32964,  3,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     1.43
 04/01/1990,  32964,  3,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     1.43
 04/01/1990,  32964,  4,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     1.82
 04/01/1990,  32964,  4,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     1.82
 04/01/1990,  32964,  4,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     1.82
 04/01/1990,  32964,  4,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     1.82
 04/01/1990,  32964,  4,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     1.82
 04/01/1990,  32964,  5,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     2.21
 04/01/1990,  32964,  5,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     2.21
 04/01/1990,  32964,  5,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     2.21
 04/01/1990,  32964,  5,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     2.21
 04/01/1990,  32964,  5,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     2.21
 04/01/1990,  32964,  6,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     2.60
 04/01/1990,  32964,  6,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     2.60
 04/01/1990,  32964,  6,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     2.60
 04/01/1990,  32964,  6,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     2.60
 04/01/1990,  32964,  6,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     2.60
 04/01/1990,  32964,  7,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     3.00
 04/01/1990,  32964,  7,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     3.00
 04/01/1990,  32964,  7,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     3.00
 04/01/1990,  32964,  7,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     3.00
 04/01/1990,  32964,  7,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     3.00
 04/01/1990,  32964,  8,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     3.43
 04/01/1990,  32964,  8,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     3.43
 04/01/1990,  32964,  8,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     3.43
 04/01/1990,  32964,  8,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     3.43
 04/01/1990,  32964,  8,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     3.43
 04/01/1990,  32964,  9,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     3.89
 04/01/1990,  32964,  9,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     3.89
 04/01/1990,  32964,  9,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     3.89
 04/01/1990,  32964,  9,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     3.89
 04/01/1990,  32964,  9,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     3.89
 04/01/1990,  32964, 10,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     4.39
 04/01/1990,  32964, 10,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     4.39
 04/01/1990,  32964, 10,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     4.39
 04/01/1990,  32964, 10,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     4.39
 04/01/1990,  32964, 10,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     4.39
 04/01/1990,  32964, 11,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     4.94
 04/01/1990,  32964, 11,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     4.94
 04/01/1990,  32964, 11,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     4.94
 04/01/1990,  32964, 11,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     4.94
 04/01/1990,  32964, 11,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     4.94
 04/01/1990,  32964, 12,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     5.52
 04/01/1990,  32964, 12,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     5.52
 04/01/1990,  32964, 12,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     5.52
 04/01/1990,  32964, 12,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     5.52
 04/01/1990,  32964, 12,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     5.52
 04/01/1990,  32964, 13,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     6.08
 04/01/1990,  32964, 13,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     6.08
 04/01/1990,  32964, 13,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     6.08
 04/01/1990,  32964, 13,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     6.08
 04/01/1990,  32964, 13,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     6.08
 04/01/1990,  32964, 14,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     6.67
 04/01/1990,  32964, 14,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     6.67
 04/01/1990,  32964, 14,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     6.67
 04/01/1990,  32964, 14,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     6.67
 04/01/1990,  32964, 14,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     6.67
 04/01/1990,  32964, 15,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     7.27
 04/01/1990,  32964, 15,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     7.27
 04/01/1990,  32964, 15,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     7.27
 04/01/1990,  32964, 15,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     7.27
 04/01/1990,  32964, 15,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     7.27
 04/01/1990,  32964, 16,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     7.88
 04/01/1990,  32964, 16,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     7.88
 04/01/1990,  32964, 16,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     7.88
 04/01/1990,  32964, 16,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     7.88
 04/01/1990,  32964, 16,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     7.88
 04/01/1990,  32964, 17,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     8.47
 04/01/1990,  32964, 17,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     8.47
 04/01/1990,  32964, 17,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     8.47
 04/01/1990,  32964, 17,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     8.47
 04/01/1990,  32964, 17,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     8.47
 04/01/1990,  32964, 18,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     9.05
 04/01/1990,  32964, 18,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     9.05
 04/01/1990,  32964, 18,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     9.05
 04/01/1990,  32964, 18,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     9.05
 04/01/1990,  32964, 18,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     9.05
 04/01/1990,  32964, 19,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,     9.59
 04/01/1990,  32964, 19,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,     9.59
 04/01/1990,  32964, 19,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,     9.59
 04/01/1990,  32964, 19,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,     9.59
 04/01/1990,  32964, 19,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,     9.59
 04/01/1990,  32964, 20,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    10.12
 04/01/1990,  32964, 20,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    10.12
 04/01/1990,  32964, 20,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    10.12
 04/01/1990,  32964, 20,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    10.12
 04/01/1990,  32964, 20,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    10.12
 04/01/1990,  32964, 21,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    10.64
 04/01/1990,  32964, 21,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    10.64
 04/01/1990,  32964, 21,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    10.64
 04/01/1990,  32964, 21,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    10.64
 04/01/1990,  32964, 21,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    10.64
 04/01/1990,  32964, 22,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    11.15
 04/01/1990,  32964, 22,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    11.15
 04/01/1990,  32964, 22,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    11.15
 04/01/1990,  32964, 22,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    11.15
 04/01/1990,  32964, 22,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    11.15
 04/01/1990,  32964, 23,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    11.66
 04/01/1990,  32964, 23,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    11.66
 04/01/1990,  32964, 23,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    11.66
 04/01/1990,  32964, 23,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    11.66
 04/01/1990,  32964, 23,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    11.66
 04/02/1990,  32965, -0,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    12.16
 04/02/1990,  32965, -0,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    12.16
 04/02/1990,  32965, -0,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    12.16
 04/02/1990,  32965, -0,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    12.16
 04/02/1990,  32965, -0,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    12.16
 04/02/1990,  32965,  1,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    12.64
 04/02/1990,  32965,  1,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    12.64
 04/02/1990,  32965,  1,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    12.64
 04/02/1990,  32965,  1,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    12.64
 04/02/1990,  32965,  1,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    12.64
 04/02/1990,  32965,  2,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    13.11
 04/02/1990,  32965,  2,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    13.11
 04/02/1990,  32965,  2,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    13.11
 04/02/1990,  32965,  2,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    13.11
 04/02/1990,  32965,  2,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    13.11
 04/02/1990,  32965,  3,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    13.57
 04/02/1990,  32965,  3,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    13.57
 04/02/1990,  32965,  3,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    13.57
 04/02/1990,  32965,  3,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    13.57
 04/02/1990,  32965,  3,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    13.57
 04/02/1990,  32965,  4,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    14.03
 04/02/1990,  32965,  4,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    14.03
 04/02/1990,  32965,  4,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    14.03
 04/02/1990,  32965,  4,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    14.03
 04/02/1990,  32965,  4,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    14.03
 04/02/1990,  32965,  5,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    14.47
 04/02/1990,  32965,  5,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    14.47
 04/02/1990,  32965,  5,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    14.47
 04/02/1990,  32965,  5,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    14.47
 04/02/1990,  32965,  5,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    14.47
 04/02/1990,  32965,  6,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    14.92
 04/02/1990,  32965,  6,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    14.92
 04/02/1990,  32965,  6,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    14.92
 04/02/1990,  32965,  6,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    14.92
 04/02/1990,  32965,  6,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    14.92
 04/02/1990,  32965,  7,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    15.37
 04/02/1990,  32965,  7,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    15.37
 04/02/1990,  32965,  7,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    15.37
 04/02/1990,  32965,  7,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    15.37
 04/02/1990,  32965,  7,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    15.37
 04/02/1990,  32965,  8,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    15.84
 04/02/1990,  32965,  8,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    15.84
 04/02/1990,  32965,  8,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    15.84
 04/02/1990,  32965,  8,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    15.84
 04/02/1990,  32965,  8,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    15.84
 04/02/1990,  32965,  9,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    16.35
 04/02/1990,  32965,  9,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    16.35
 04/02/1990,  32965,  9,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    16.35
 04/02/1990,  32965,  9,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    16.35
 04/02/1990,  32965,  9,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    16.35
 04/02/1990,  32965, 10,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    16.87
 04/02/1990,  32965, 10,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    16.87
 04/02/1990,  32965, 10,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    16.87
 04/02/1990,  32965, 10,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    16.87
 04/02/1990,  32965, 10,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    16.87
 04/02/1990,  32965, 11,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    17.46
 04/02/1990,  32965, 11,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    17.46
 04/02/1990,  32965, 11,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    17.46
 04/02/1990,  32965, 11,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    17.46
 04/02/1990,  32965, 11,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    17.46
 04/02/1990,  32965, 12,     5.00,     0.00,        1,    0.000,    0.0297,    0.000,    8.152,    0.000,    3.000,    200.0,        0,        0,    18.03
 04/02/1990,  32965, 12,     5.00,     0.00,        2,    0.000,    0.0297,    0.000,   16.111,    0.000,    3.000,    200.0,        0,        0,    18.03
 04/02/1990,  32965, 12,     5.00,     0.00,        3,    0.000,    0.0297,    0.000,   30.388,    0.000,    3.000,    200.0,        0,        0,    18.03
 04/02/1990,  32965, 12,     5.00,     0.00,        4,    0.000,    0.0297,    0.000,   54.478,    0.000,    3.000,    200.0,        0,        0,    18.03
 04/02/1990,  32965, 12,     5.00,     0.00,        5,    0.000,    0.0297,    0.000,   92.455,    0.000,    3.000,    200.0,        0,        0,    18.03
