jday	date	hour	solrad	temp	precip	rh	co2
147	'05/27/1990'	20	0.0	27.2	0.0	81.81	400
147	'05/27/1990'	21	0.0	26.7	0.0	84.31	400
147	'05/27/1990'	22	0.0	26.1	0.0	87.43	400
147	'05/27/1990'	23	0.0	25.6	0.0	90.12	400
148	'05/28/1990'	0	0.0	25.0	0.0	90.09	400
148	'05/28/1990'	1	0.0	25.0	0.0	93.48	400
148	'05/28/1990'	2	0.0	24.4	0.0	96.98	400
148	'05/28/1990'	3	0.0	24.4	0.0	96.98	400
148	'05/28/1990'	4	0.0	24.4	0.0	96.98	400
148	'05/28/1990'	5	12.0	24.4	0.0	96.98	400
148	'05/28/1990'	6	52.0	24.4	0.0	96.98	400
148	'05/28/1990'	7	251.0	25.6	0.0	92.93	400
148	'05/28/1990'	8	228.0	26.7	0.0	86.94	400
148	'05/28/1990'	9	195.0	28.3	0.0	76.59	400
148	'05/28/1990'	10	628.0	27.2	0.0	81.81	400
148	'05/28/1990'	11	841.0	30.6	0.0	64.4	400
148	'05/28/1990'	12	964.0	33.3	0.0	51.39	400
148	'05/28/1990'	13	933.0	33.3	0.0	49.81	400
148	'05/28/1990'	14	726.0	33.9	0.0	51.53	400
148	'05/28/1990'	15	666.0	34.4	0.0	46.75	400
148	'05/28/1990'	16	419.0	34.4	0.0	46.75	400
148	'05/28/1990'	17	198.0	34.4	0.0	48.23	400
148	'05/28/1990'	18	70.0	33.9	0.0	48.12	400
148	'05/28/1990'	19	1.0	31.7	0.0	58.54	400
148	'05/28/1990'	20	0.0	30.0	0.0	62.32	400
148	'05/28/1990'	21	0.0	29.4	0.0	64.57	400
148	'05/28/1990'	22	0.0	27.8	0.0	73.73	400
148	'05/28/1990'	23	0.0	26.7	0.0	78.78	400
149	'05/29/1990'	0	0.0	26.1	0.0	81.69	400
149	'05/29/1990'	1	0.0	25.0	0.0	81.56	400
149	'05/29/1990'	2	0.0	24.4	0.0	81.5	400
149	'05/29/1990'	3	0.0	23.9	0.0	84.04	400
149	'05/29/1990'	4	0.0	23.3	0.0	90.54	400
149	'05/29/1990'	5	9.0	23.3	0.0	93.41	400
149	'05/29/1990'	6	49.0	23.3	0.0	93.41	400
149	'05/29/1990'	7	204.0	23.9	0.0	90.02	400
149	'05/29/1990'	8	203.0	25.6	0.0	84.21	400
149	'05/29/1990'	9	496.0	26.7	0.0	81.25	400
149	'05/29/1990'	10	413.0	29.4	0.0	71.73	400
149	'05/29/1990'	11	959.0	31.1	0.0	62.53	400
149	'05/29/1990'	12	681.0	32.2	0.0	54.78	400
149	'05/29/1990'	13	988.0	31.7	0.0	60.38	400
149	'05/29/1990'	14	617.0	32.2	0.0	54.78	400
149	'05/29/1990'	15	303.0	31.7	0.0	54.67	400
149	'05/29/1990'	16	325.0	30.6	0.0	66.83	400
149	'05/29/1990'	17	173.0	29.4	0.0	69.13	400
149	'05/29/1990'	18	61.0	28.9	0.0	71.21	400
149	'05/29/1990'	19	4.0	27.8	0.0	76.05	400
149	'05/29/1990'	20	0.0	27.2	0.0	81.81	400
149	'05/29/1990'	21	0.0	26.7	0.0	84.31	400
149	'05/29/1990'	22	0.0	26.7	0.0	86.94	400
149	'05/29/1990'	23	0.0	26.7	0.0	84.31	400
150	'05/30/1990'	0	0.0	26.1	0.0	87.43	400
150	'05/30/1990'	1	0.0	25.6	0.0	90.12	400
150	'05/30/1990'	2	0.0	26.1	0.0	90.15	400
150	'05/30/1990'	3	0.0	25.6	0.0	92.93	400
150	'05/30/1990'	4	0.0	26.1	0.0	90.15	400
150	'05/30/1990'	5	19.0	26.7	0.0	86.94	400
150	'05/30/1990'	6	79.0	26.7	0.0	90.19	400
150	'05/30/1990'	7	216.0	27.2	0.0	87.51	400
150	'05/30/1990'	8	345.0	28.9	0.0	81.99	400
150	'05/30/1990'	9	294.0	30.0	0.0	74.06	400
150	'05/30/1990'	10	406.0	30.0	0.0	74.06	400
150	'05/30/1990'	11	396.0	31.7	0.0	62.65	400
150	'05/30/1990'	12	443.0	31.7	0.0	67.02	400
150	'05/30/1990'	13	790.0	31.7	0.0	67.02	400
150	'05/30/1990'	14	458.0	32.8	0.0	65.21	400
150	'05/30/1990'	15	397.0	31.7	0.0	67.02	400
150	'05/30/1990'	16	334.0	32.2	0.0	62.75	400
150	'05/30/1990'	17	223.0	31.7	0.0	64.61	400
150	'05/30/1990'	18	56.0	30.6	0.0	71.49	400
150	'05/30/1990'	19	2.0	29.4	0.0	79.6	400
150	'05/30/1990'	20	0.0	28.3	0.0	87.6	400
150	'05/30/1990'	21	0.0	27.8	0.0	90.26	400
150	'05/30/1990'	22	0.0	28.3	0.0	87.6	400
150	'05/30/1990'	23	0.0	27.8	0.0	90.26	400
151	'05/31/1990'	0	0.0	27.8	0.0	90.26	400
151	'05/31/1990'	1	0.0	27.2	0.0	93.57	400
151	'05/31/1990'	2	0.0	27.2	0.0	93.57	400
151	'05/31/1990'	3	0.0	27.2	0.0	93.57	400
151	'05/31/1990'	4	0.0	26.7	0.0	96.44	400
151	'05/31/1990'	5	9.0	26.7	0.0	96.44	400
151	'05/31/1990'	6	87.0	27.2	0.0	93.57	400
151	'05/31/1990'	7	210.0	27.8	0.0	90.26	400
151	'05/31/1990'	8	395.0	29.4	0.0	82.05	400
151	'05/31/1990'	9	536.0	31.1	0.0	72.0	400
151	'05/31/1990'	10	857.0	32.2	0.0	58.64	400
151	'05/31/1990'	11	934.0	33.3	0.0	55.02	400
151	'05/31/1990'	12	957.0	33.9	0.0	55.15	400
151	'05/31/1990'	13	915.0	34.4	0.0	55.26	400
151	'05/31/1990'	14	853.0	33.9	0.0	58.99	400
151	'05/31/1990'	15	650.0	33.3	0.0	58.87	400
151	'05/31/1990'	16	495.0	33.3	0.0	57.09	400
151	'05/31/1990'	17	309.0	32.2	0.0	67.52	400
151	'05/31/1990'	18	92.0	31.7	0.0	67.02	400
151	'05/31/1990'	19	8.0	30.0	0.0	76.82	400
151	'05/31/1990'	20	0.0	28.9	0.0	81.99	400
151	'05/31/1990'	21	0.0	28.3	0.0	87.6	400
151	'05/31/1990'	22	0.0	28.3	0.0	90.84	400
151	'05/31/1990'	23	0.0	28.3	0.0	87.6	400
152	'06/01/1990'	0	0.0	28.3	0.0	87.6	400
152	'06/01/1990'	1	0.0	28.3	0.0	84.98	400
152	'06/01/1990'	2	0.0	27.8	0.0	84.42	400
152	'06/01/1990'	3	0.0	27.2	0.0	87.51	400
152	'06/01/1990'	4	0.0	27.2	0.0	87.51	400
152	'06/01/1990'	5	13.0	26.7	0.0	90.19	400
152	'06/01/1990'	6	124.0	26.7	0.0	90.19	400
152	'06/01/1990'	7	310.0	28.3	0.0	78.98	400
152	'06/01/1990'	8	421.0	28.9	0.0	76.2	400
152	'06/01/1990'	9	415.0	30.6	0.0	66.83	400
152	'06/01/1990'	10	503.0	31.1	0.0	66.91	400
152	'06/01/1990'	11	724.0	32.8	0.0	58.77	400
152	'06/01/1990'	12	769.0	32.8	0.0	56.63	400
152	'06/01/1990'	13	858.0	32.8	0.0	58.77	400
152	'06/01/1990'	14	556.0	33.9	0.0	53.15	400
152	'06/01/1990'	15	499.0	32.8	0.0	58.77	400
152	'06/01/1990'	16	394.0	32.2	0.0	62.75	400
152	'06/01/1990'	17	198.0	32.2	0.0	65.1	400
152	'06/01/1990'	18	94.0	30.6	0.0	71.49	400
152	'06/01/1990'	19	5.0	29.4	0.0	79.6	400
152	'06/01/1990'	20	0.0	28.9	0.0	84.52	400
152	'06/01/1990'	21	0.0	28.3	0.0	87.6	400
152	'06/01/1990'	22	0.0	28.3	0.0	84.98	400
152	'06/01/1990'	23	0.0	27.8	0.0	87.56	400
153	'06/02/1990'	0	0.0	27.8	0.0	90.26	400
153	'06/02/1990'	1	0.0	28.3	0.0	81.93	400
153	'06/02/1990'	2	0.0	28.3	0.0	78.98	400
153	'06/02/1990'	3	0.0	27.8	0.0	81.37	400
153	'06/02/1990'	4	0.0	27.2	0.0	81.81	400
153	'06/02/1990'	5	17.0	27.2	0.0	84.36	400
153	'06/02/1990'	6	105.0	27.2	0.0	84.36	400
153	'06/02/1990'	7	225.0	27.8	0.0	81.37	400
153	'06/02/1990'	8	314.0	29.4	0.0	71.73	400
153	'06/02/1990'	9	597.0	30.6	0.0	68.91	400
153	'06/02/1990'	10	808.0	31.7	0.0	62.65	400
153	'06/02/1990'	11	970.0	32.2	0.0	60.85	400
153	'06/02/1990'	12	750.0	32.2	0.0	65.1	400
153	'06/02/1990'	13	615.0	32.2	0.0	65.1	400
153	'06/02/1990'	14	725.0	33.3	0.0	61.07	400
153	'06/02/1990'	15	563.0	32.8	0.0	60.6	400
153	'06/02/1990'	16	483.0	32.8	0.0	62.87	400
153	'06/02/1990'	17	284.0	31.7	0.0	64.61	400
153	'06/02/1990'	18	107.0	31.1	0.0	66.91	400
153	'06/02/1990'	19	11.0	30.0	0.0	74.06	400
153	'06/02/1990'	20	0.0	28.3	0.0	84.98	400
153	'06/02/1990'	21	0.0	27.8	0.0	87.56	400
153	'06/02/1990'	22	0.0	27.2	0.0	90.77	400
153	'06/02/1990'	23	0.0	27.2	0.0	90.77	400
154	'06/03/1990'	0	0.0	27.2	0.0	90.77	400
154	'06/03/1990'	1	0.0	26.7	0.0	93.55	400
154	'06/03/1990'	2	0.0	26.7	0.0	90.19	400
154	'06/03/1990'	3	0.0	26.7	0.0	84.31	400
154	'06/03/1990'	4	0.0	26.1	0.0	87.43	400
154	'06/03/1990'	5	11.0	25.6	0.0	90.12	400
154	'06/03/1990'	6	113.0	25.6	0.0	90.12	400
154	'06/03/1990'	7	301.0	27.2	0.0	84.36	400
154	'06/03/1990'	8	534.0	28.9	0.0	73.9	400
154	'06/03/1990'	9	548.0	30.6	0.0	64.4	400
154	'06/03/1990'	10	646.0	31.7	0.0	56.4	400
154	'06/03/1990'	11	917.0	32.2	0.0	56.86	400
154	'06/03/1990'	12	800.0	33.3	0.0	53.34	400
154	'06/03/1990'	13	644.0	33.3	0.0	53.34	400
154	'06/03/1990'	14	805.0	33.3	0.0	53.34	400
154	'06/03/1990'	15	680.0	33.3	0.0	57.09	400
154	'06/03/1990'	16	371.0	32.2	0.0	60.85	400
154	'06/03/1990'	17	260.0	31.7	0.0	62.65	400
154	'06/03/1990'	18	57.0	30.0	0.0	69.23	400
154	'06/03/1990'	19	6.0	28.9	0.0	73.9	400
154	'06/03/1990'	20	0.0	27.8	0.0	81.37	400
154	'06/03/1990'	21	0.0	26.7	0.0	86.94	400
154	'06/03/1990'	22	0.0	26.1	0.0	93.53	400
154	'06/03/1990'	23	0.0	26.1	0.0	93.53	400
155	'06/04/1990'	0	0.0	26.7	0.0	90.19	400
155	'06/04/1990'	1	0.0	26.7	0.0	86.94	400
155	'06/04/1990'	2	0.0	26.1	0.0	87.43	400
155	'06/04/1990'	3	0.0	25.6	0.0	92.93	400
155	'06/04/1990'	4	0.0	22.8	0.0	83.93	400
155	'06/04/1990'	5	15.0	21.7	0.0	89.87	400
155	'06/04/1990'	6	100.0	22.8	0.0	83.93	400
155	'06/04/1990'	7	172.0	24.4	0.0	73.21	400
155	'06/04/1990'	8	305.0	27.2	0.0	59.83	400
155	'06/04/1990'	9	668.0	29.4	0.0	62.59	400
155	'06/04/1990'	10	601.0	31.7	0.0	58.54	400
155	'06/04/1990'	11	676.0	32.2	0.0	53.09	400
155	'06/04/1990'	12	939.0	33.3	0.0	49.81	400
155	'06/04/1990'	13	813.0	34.4	0.0	43.64	400
155	'06/04/1990'	14	614.0	35.6	0.0	40.75	400
155	'06/04/1990'	15	684.0	35.0	0.0	40.6	400
155	'06/04/1990'	16	485.0	36.7	0.0	35.49	400
155	'06/04/1990'	17	268.0	35.6	0.0	37.77	400
155	'06/04/1990'	18	92.0	32.8	0.0	58.77	400
155	'06/04/1990'	19	11.0	30.6	0.0	66.83	400
155	'06/04/1990'	20	0.0	28.9	0.0	71.21	400
155	'06/04/1990'	21	0.0	27.8	0.0	76.05	400
155	'06/04/1990'	22	0.0	27.2	0.0	84.36	400
155	'06/04/1990'	23	0.0	26.7	0.0	84.31	400
156	'06/05/1990'	0	0.0	26.1	0.0	87.43	400
156	'06/05/1990'	1	0.0	25.6	0.0	90.12	400
156	'06/05/1990'	2	0.0	25.0	0.0	93.48	400
156	'06/05/1990'	3	0.0	25.0	0.0	93.48	400
156	'06/05/1990'	4	0.0	24.4	0.0	96.98	400
156	'06/05/1990'	5	14.0	23.9	0.0	96.37	400
156	'06/05/1990'	6	121.0	23.9	0.0	96.37	400
156	'06/05/1990'	7	249.0	25.6	0.0	90.12	400
156	'06/05/1990'	8	523.0	27.2	0.0	84.36	400
156	'06/05/1990'	9	605.0	29.4	0.0	69.13	400
156	'06/05/1990'	10	779.0	31.1	0.0	62.53	400
156	'06/05/1990'	11	964.0	32.2	0.0	54.78	400
156	'06/05/1990'	12	930.0	33.9	0.0	48.12	400
156	'06/05/1990'	13	907.0	34.4	0.0	46.75	400
156	'06/05/1990'	14	879.0	34.4	0.0	43.64	400
156	'06/05/1990'	15	731.0	35.0	0.0	49.89	400
156	'06/05/1990'	16	533.0	32.8	0.0	54.91	400
156	'06/05/1990'	17	317.0	32.2	0.0	56.86	400
156	'06/05/1990'	18	108.0	31.1	0.0	54.53	400
156	'06/05/1990'	19	12.0	29.4	0.0	67.02	400
156	'06/05/1990'	20	0.0	27.8	0.0	76.05	400
156	'06/05/1990'	21	0.0	26.7	0.0	81.25	400
156	'06/05/1990'	22	0.0	25.6	0.0	90.12	400
156	'06/05/1990'	23	0.0	25.0	0.0	93.48	400
157	'06/06/1990'	0	0.0	26.7	0.0	84.31	400
157	'06/06/1990'	1	0.0	26.1	0.0	87.43	400
157	'06/06/1990'	2	0.0	26.1	0.0	87.43	400
157	'06/06/1990'	3	0.0	26.1	0.0	84.25	400
157	'06/06/1990'	4	0.0	25.6	0.0	86.85	400
157	'06/06/1990'	5	12.0	25.0	0.0	90.09	400
157	'06/06/1990'	6	115.0	24.4	0.0	93.45	400
157	'06/06/1990'	7	306.0	27.2	0.0	78.84	400
157	'06/06/1990'	8	534.0	28.9	0.0	71.21	400
157	'06/06/1990'	9	664.0	30.6	0.0	58.31	400
157	'06/06/1990'	10	839.0	31.7	0.0	52.65	400
157	'06/06/1990'	11	901.0	32.2	0.0	51.14	400
157	'06/06/1990'	12	969.0	33.3	0.0	46.49	400
157	'06/06/1990'	13	726.0	32.8	0.0	52.9	400
157	'06/06/1990'	14	743.0	33.3	0.0	51.39	400
157	'06/06/1990'	15	682.0	32.8	0.0	54.91	400
157	'06/06/1990'	16	490.0	32.2	0.0	54.78	400
157	'06/06/1990'	17	292.0	31.7	0.0	60.38	400
157	'06/06/1990'	18	71.0	30.6	0.0	62.44	400
157	'06/06/1990'	19	6.0	30.0	0.0	66.72	400
157	'06/06/1990'	20	0.0	28.3	0.0	76.59	400
157	'06/06/1990'	21	0.0	27.2	0.0	81.81	400
157	'06/06/1990'	22	0.0	26.7	0.0	84.31	400
157	'06/06/1990'	23	0.0	26.1	0.0	87.43	400
158	'06/07/1990'	0	0.0	26.7	0.0	84.31	400
158	'06/07/1990'	1	0.0	26.1	0.0	84.25	400
158	'06/07/1990'	2	0.0	26.1	0.0	84.25	400
158	'06/07/1990'	3	0.0	26.1	0.0	84.25	400
158	'06/07/1990'	4	0.0	25.0	0.0	90.09	400
158	'06/07/1990'	5	9.0	24.4	0.0	93.45	400
158	'06/07/1990'	6	87.0	25.0	0.0	93.48	400
158	'06/07/1990'	7	233.0	27.2	0.0	81.81	400
158	'06/07/1990'	8	426.0	28.9	0.0	73.9	400
158	'06/07/1990'	9	668.0	31.1	0.0	60.63	400
158	'06/07/1990'	10	815.0	31.7	0.0	56.4	400
158	'06/07/1990'	11	896.0	32.8	0.0	52.9	400
158	'06/07/1990'	12	925.0	32.8	0.0	52.9	400
158	'06/07/1990'	13	815.0	33.3	0.0	47.98	400
158	'06/07/1990'	14	695.0	33.3	0.0	49.81	400
158	'06/07/1990'	15	668.0	33.3	0.0	47.98	400
158	'06/07/1990'	16	454.0	33.3	0.0	49.81	400
158	'06/07/1990'	17	234.0	31.7	0.0	52.65	400
158	'06/07/1990'	18	79.0	31.1	0.0	56.62	400
158	'06/07/1990'	19	10.0	29.4	0.0	64.57	400
158	'06/07/1990'	20	0.0	28.3	0.0	73.81	400
158	'06/07/1990'	21	0.0	27.2	0.0	81.81	400
158	'06/07/1990'	22	0.0	26.7	0.0	81.25	400
158	'06/07/1990'	23	0.0	26.1	0.0	84.25	400
159	'06/08/1990'	0	0.0	25.6	0.0	90.12	400
159	'06/08/1990'	1	0.0	25.6	0.0	86.85	400
159	'06/08/1990'	2	0.0	25.6	0.0	90.12	400
159	'06/08/1990'	3	0.0	25.6	0.0	86.85	400
159	'06/08/1990'	4	0.0	25.6	0.0	86.85	400
159	'06/08/1990'	5	12.0	24.4	0.0	90.61	400
159	'06/08/1990'	6	89.0	23.9	0.0	96.37	400
159	'06/08/1990'	7	312.0	26.7	0.0	81.25	400
159	'06/08/1990'	8	395.0	28.9	0.0	69.04	400
159	'06/08/1990'	9	640.0	31.1	0.0	58.41	400
159	'06/08/1990'	10	794.0	32.2	0.0	53.09	400
159	'06/08/1990'	11	871.0	31.7	0.0	52.65	400
159	'06/08/1990'	12	917.0	32.8	0.0	49.39	400
159	'06/08/1990'	13	932.0	33.9	0.0	44.91	400
159	'06/08/1990'	14	795.0	33.9	0.0	41.63	400
159	'06/08/1990'	15	672.0	33.9	0.0	36.17	400
159	'06/08/1990'	16	445.0	33.9	0.0	43.25	400
159	'06/08/1990'	17	265.0	32.8	0.0	47.86	400
159	'06/08/1990'	18	89.0	31.1	0.0	60.63	400
159	'06/08/1990'	19	9.0	29.4	0.0	67.02	400
159	'06/08/1990'	20	0.0	28.3	0.0	71.56	400
159	'06/08/1990'	21	0.0	26.7	0.0	78.78	400
159	'06/08/1990'	22	0.0	26.1	0.0	84.25	400
159	'06/08/1990'	23	0.0	25.6	0.0	86.85	400
160	'06/09/1990'	0	0.0	25.6	0.0	90.12	400
160	'06/09/1990'	1	0.0	25.0	0.0	90.09	400
160	'06/09/1990'	2	0.0	25.0	0.0	87.34	400
160	'06/09/1990'	3	0.0	24.4	0.0	87.29	400
160	'06/09/1990'	4	0.0	24.4	0.0	90.61	400
160	'06/09/1990'	5	21.0	23.9	0.0	90.02	400
160	'06/09/1990'	6	104.0	24.4	0.0	90.61	400
160	'06/09/1990'	7	317.0	27.2	0.0	78.84	400
160	'06/09/1990'	8	345.0	29.4	0.0	69.13	400
160	'06/09/1990'	9	411.0	29.4	0.0	67.02	400
160	'06/09/1990'	10	523.0	32.2	0.0	49.56	400
160	'06/09/1990'	11	894.0	33.3	0.0	41.75	400
160	'06/09/1990'	12	1003.0	33.3	0.0	47.98	400
160	'06/09/1990'	13	803.0	33.9	0.0	40.33	400
160	'06/09/1990'	14	309.0	35.0	0.0	35.3	400
160	'06/09/1990'	15	303.0	26.7	0.0	81.25	400
160	'06/09/1990'	16	501.0	30.6	0.0	64.4	400
160	'06/09/1990'	17	237.0	31.1	0.0	58.41	400
160	'06/09/1990'	18	101.0	30.6	0.0	58.31	400
160	'06/09/1990'	19	12.0	28.9	0.0	66.52	400
160	'06/09/1990'	20	0.0	27.2	0.0	76.44	400
160	'06/09/1990'	21	0.0	26.7	0.0	78.78	400
160	'06/09/1990'	22	0.0	25.6	0.0	84.21	400
160	'06/09/1990'	23	0.0	25.6	0.0	84.21	400
161	'06/10/1990'	0	0.0	24.4	0.0	90.61	400
161	'06/10/1990'	1	0.0	23.9	0.0	93.43	400
161	'06/10/1990'	2	0.0	23.9	0.0	93.43	400
161	'06/10/1990'	3	0.0	23.9	0.0	93.43	400
161	'06/10/1990'	4	0.0	23.3	0.0	96.95	400
161	'06/10/1990'	5	16.0	22.8	0.0	96.34	400
161	'06/10/1990'	6	122.0	23.3	0.0	96.95	400
161	'06/10/1990'	7	293.0	25.0	0.0	87.34	400
161	'06/10/1990'	8	260.0	28.3	0.0	71.56	400
161	'06/10/1990'	9	627.0	28.9	0.0	66.52	400
161	'06/10/1990'	10	478.0	30.0	0.0	58.18	400
161	'06/10/1990'	11	586.0	30.6	0.0	56.16	400
161	'06/10/1990'	12	213.0	33.3	0.0	46.49	400
161	'06/10/1990'	13	850.0	26.1	0.0	78.7	400
161	'06/10/1990'	14	155.0	28.9	0.0	64.48	400
161	'06/10/1990'	15	224.0	27.2	1.3	81.81	400
161	'06/10/1990'	16	429.0	26.1	11.7	87.43	400
161	'06/10/1990'	17	238.0	27.2	0.0	78.84	400
161	'06/10/1990'	18	89.0	27.2	0.0	78.84	400
161	'06/10/1990'	19	12.0	26.7	0.0	78.78	400
161	'06/10/1990'	20	0.0	26.1	0.0	76.28	400
161	'06/10/1990'	21	0.0	25.0	0.0	87.34	400
161	'06/10/1990'	22	0.0	24.4	0.0	87.29	400
161	'06/10/1990'	23	0.0	23.9	0.0	93.43	400
162	'06/11/1990'	0	0.0	23.9	0.0	93.43	400
162	'06/11/1990'	1	0.0	23.3	0.0	96.95	400
162	'06/11/1990'	2	0.0	23.3	0.0	96.95	400
162	'06/11/1990'	3	0.0	23.3	0.0	96.95	400
162	'06/11/1990'	4	0.0	23.3	0.0	96.95	400
162	'06/11/1990'	5	11.0	22.8	0.0	100.0	400
162	'06/11/1990'	6	110.0	23.3	0.0	96.95	400
162	'06/11/1990'	7	264.0	25.6	0.0	86.85	400
162	'06/11/1990'	8	422.0	28.3	0.0	76.59	400
162	'06/11/1990'	9	339.0	30.0	0.0	66.72	400
162	'06/11/1990'	10	468.0	29.4	0.0	62.59	400
162	'06/11/1990'	11	703.0	28.3	0.0	71.56	400
162	'06/11/1990'	12	930.0	30.6	0.0	56.16	400
162	'06/11/1990'	13	711.0	31.1	0.0	56.62	400
162	'06/11/1990'	14	779.0	32.2	0.0	51.14	400
162	'06/11/1990'	15	452.0	32.2	0.0	53.09	400
162	'06/11/1990'	16	417.0	32.8	0.0	51.28	400
162	'06/11/1990'	17	276.0	31.7	0.0	52.65	400
162	'06/11/1990'	18	104.0	31.1	0.0	58.41	400
162	'06/11/1990'	19	13.0	29.4	0.0	64.57	400
162	'06/11/1990'	20	0.0	27.8	0.0	73.73	400
162	'06/11/1990'	21	0.0	26.1	0.0	84.25	400
162	'06/11/1990'	22	0.0	25.6	0.0	90.12	400
162	'06/11/1990'	23	0.0	25.0	0.0	90.09	400
163	'06/12/1990'	0	0.0	25.0	0.0	90.09	400
163	'06/12/1990'	1	0.0	25.0	0.0	90.09	400
163	'06/12/1990'	2	0.0	25.0	0.0	90.09	400
163	'06/12/1990'	3	0.0	24.4	0.0	93.45	400
163	'06/12/1990'	4	0.0	24.4	0.0	93.45	400
163	'06/12/1990'	5	13.0	24.4	0.0	93.45	400
163	'06/12/1990'	6	121.0	24.4	0.0	96.98	400
163	'06/12/1990'	7	316.0	26.7	0.0	86.94	400
163	'06/12/1990'	8	334.0	28.9	0.0	76.2	400
163	'06/12/1990'	9	723.0	31.1	0.0	62.53	400
163	'06/12/1990'	10	717.0	31.1	0.0	60.63	400
163	'06/12/1990'	11	875.0	32.8	0.0	52.9	400
163	'06/12/1990'	12	960.0	30.6	1.0	64.4	400
163	'06/12/1990'	13	829.0	33.3	0.0	53.34	400
163	'06/12/1990'	14	812.0	33.9	0.0	51.53	400
163	'06/12/1990'	15	690.0	33.3	0.0	53.34	400
163	'06/12/1990'	16	438.0	33.3	0.0	51.39	400
163	'06/12/1990'	17	298.0	32.2	0.0	56.86	400
163	'06/12/1990'	18	80.0	31.1	0.0	60.63	400
163	'06/12/1990'	19	13.0	29.4	0.0	69.13	400
163	'06/12/1990'	20	0.0	28.3	0.0	73.81	400
163	'06/12/1990'	21	0.0	27.2	0.0	81.81	400
163	'06/12/1990'	22	0.0	26.7	0.0	86.94	400
163	'06/12/1990'	23	0.0	26.1	0.0	87.43	400
164	'06/13/1990'	0	0.0	26.1	0.0	87.43	400
164	'06/13/1990'	1	0.0	25.6	0.0	90.12	400
164	'06/13/1990'	2	0.0	25.6	0.0	92.93	400
164	'06/13/1990'	3	0.0	25.6	0.0	92.93	400
164	'06/13/1990'	4	0.0	25.0	0.0	93.48	400
164	'06/13/1990'	5	15.0	25.0	0.0	93.48	400
164	'06/13/1990'	6	107.0	25.0	0.0	93.48	400
164	'06/13/1990'	7	268.0	26.7	0.0	86.94	400
164	'06/13/1990'	8	507.0	30.0	0.0	71.39	400
164	'06/13/1990'	9	660.0	30.6	0.0	64.4	400
164	'06/13/1990'	10	557.0	31.7	0.0	60.38	400
164	'06/13/1990'	11	852.0	32.2	0.0	58.64	400
164	'06/13/1990'	12	666.0	32.8	0.0	56.63	400
164	'06/13/1990'	13	802.0	33.3	0.0	57.09	400
164	'06/13/1990'	14	874.0	32.8	0.0	58.77	400
164	'06/13/1990'	15	683.0	33.3	0.0	53.34	400
164	'06/13/1990'	16	425.0	32.8	0.0	56.63	400
164	'06/13/1990'	17	284.0	31.1	0.0	60.63	400
164	'06/13/1990'	18	97.0	31.7	0.0	58.54	400
164	'06/13/1990'	19	11.0	30.0	0.0	66.72	400
164	'06/13/1990'	20	0.0	28.3	0.0	76.59	400
164	'06/13/1990'	21	0.0	27.2	0.0	84.36	400
164	'06/13/1990'	22	0.0	26.7	0.0	86.94	400
164	'06/13/1990'	23	0.0	26.1	0.0	90.15	400
165	'06/14/1990'	0	0.0	26.1	0.0	90.15	400
165	'06/14/1990'	1	0.0	26.1	0.0	93.53	400
165	'06/14/1990'	2	0.0	26.1	0.0	93.53	400
165	'06/14/1990'	3	0.0	26.1	0.0	93.53	400
165	'06/14/1990'	4	0.0	26.1	0.0	97.01	400
165	'06/14/1990'	5	16.0	26.7	0.0	90.19	400
165	'06/14/1990'	6	120.0	26.7	0.0	90.19	400
165	'06/14/1990'	7	218.0	28.3	0.0	84.98	400
165	'06/14/1990'	8	405.0	28.3	0.0	81.93	400
165	'06/14/1990'	9	752.0	31.1	0.0	66.91	400
165	'06/14/1990'	10	823.0	32.8	0.0	54.91	400
165	'06/14/1990'	11	928.0	31.7	0.0	58.54	400
165	'06/14/1990'	12	973.0	33.3	0.0	49.81	400
165	'06/14/1990'	13	976.0	33.9	0.0	48.12	400
165	'06/14/1990'	14	863.0	34.4	0.0	45.03	400
165	'06/14/1990'	15	669.0	33.9	0.0	41.63	400
165	'06/14/1990'	16	520.0	33.9	0.0	48.12	400
165	'06/14/1990'	17	306.0	32.8	0.0	49.39	400
165	'06/14/1990'	18	115.0	31.7	0.0	56.4	400
165	'06/14/1990'	19	14.0	30.0	0.0	62.32	400
165	'06/14/1990'	20	0.0	28.9	0.0	69.04	400
165	'06/14/1990'	21	0.0	27.2	0.0	81.81	400
165	'06/14/1990'	22	0.0	26.1	0.0	87.43	400
165	'06/14/1990'	23	0.0	26.1	0.0	87.43	400
166	'06/15/1990'	0	0.0	25.0	0.0	90.09	400
166	'06/15/1990'	1	0.0	25.0	0.0	90.09	400
166	'06/15/1990'	2	0.0	25.0	0.0	90.09	400
166	'06/15/1990'	3	0.0	24.4	0.0	93.45	400
166	'06/15/1990'	4	0.0	24.4	0.0	96.98	400
166	'06/15/1990'	5	14.0	24.4	0.0	96.98	400
166	'06/15/1990'	6	120.0	24.4	0.0	96.98	400
166	'06/15/1990'	7	306.0	27.2	0.0	84.36	400
166	'06/15/1990'	8	390.0	28.9	0.0	79.05	400
166	'06/15/1990'	9	502.0	30.6	0.0	66.83	400
166	'06/15/1990'	10	819.0	31.7	0.0	60.38	400
166	'06/15/1990'	11	923.0	33.3	0.0	53.34	400
166	'06/15/1990'	12	779.0	33.9	0.0	48.12	400
166	'06/15/1990'	13	793.0	34.4	0.0	48.23	400
