jday	date	hour	solrad	temp	precip	rh	co2
96	'04/06/1961'	4	0.0	16.7	0.0	61.64	400
96	'04/06/1961'	5	0.0	16.1	0.0	66.74	400
96	'04/06/1961'	6	20.0	16.1	0.0	66.74	400
96	'04/06/1961'	7	81.0	15.6	0.0	66.2	400
96	'04/06/1961'	8	171.0	15.0	0.0	59.2	400
96	'04/06/1961'	9	282.0	14.4	0.0	64.18	400
96	'04/06/1961'	10	346.0	14.4	0.0	61.58	400
96	'04/06/1961'	11	378.0	14.4	0.0	57.06	400
96	'04/06/1961'	12	216.0	14.4	0.0	59.48	400
96	'04/06/1961'	13	213.0	13.3	0.0	71.41	400
96	'04/06/1961'	14	202.0	11.1	0.8	89.14	400
96	'04/06/1961'	15	171.0	11.7	0.3	85.63	400
96	'04/06/1961'	16	207.0	11.1	0.3	86.16	400
96	'04/06/1961'	17	61.0	11.1	0.0	82.7	400
96	'04/06/1961'	18	17.0	10.0	0.0	86.06	400
96	'04/06/1961'	19	0.0	10.0	0.5	89.06	400
96	'04/06/1961'	20	0.0	9.4	0.0	92.77	400
96	'04/06/1961'	21	0.0	9.4	0.3	92.77	400
96	'04/06/1961'	22	0.0	9.4	0.5	92.77	400
96	'04/06/1961'	23	0.0	9.4	0.3	89.64	400
97	'04/07/1961'	0	0.0	9.4	0.0	92.77	400
97	'04/07/1961'	1	0.0	8.9	0.0	95.98	400
97	'04/07/1961'	2	0.0	7.8	0.0	100.0	400
97	'04/07/1961'	3	0.0	7.2	0.0	96.6	400
97	'04/07/1961'	4	0.0	7.8	0.0	78.92	400
97	'04/07/1961'	5	0.0	6.7	0.0	85.15	400
97	'04/07/1961'	6	41.0	6.1	0.0	75.93	400
97	'04/07/1961'	7	212.0	6.1	0.0	75.93	400
97	'04/07/1961'	8	440.0	8.3	0.0	60.27	400
97	'04/07/1961'	9	655.0	11.7	0.0	51.81	400
97	'04/07/1961'	10	820.0	13.3	0.0	36.67	400
97	'04/07/1961'	11	920.0	15.0	0.0	32.79	400
97	'04/07/1961'	12	955.0	16.1	0.0	33.08	400
97	'04/07/1961'	13	921.0	16.7	0.0	29.36	400
97	'04/07/1961'	14	822.0	18.9	0.0	24.4	400
97	'04/07/1961'	15	659.0	18.9	0.0	23.51	400
97	'04/07/1961'	16	449.0	19.4	0.0	20.07	400
97	'04/07/1961'	17	217.0	20.0	0.0	20.21	400
97	'04/07/1961'	18	43.0	20.0	0.0	21.93	400
97	'04/07/1961'	19	0.0	17.8	0.0	25.23	400
97	'04/07/1961'	20	0.0	15.0	0.0	32.79	400
97	'04/07/1961'	21	0.0	12.8	0.0	39.32	400
97	'04/07/1961'	22	0.0	9.4	0.0	60.51	400
97	'04/07/1961'	23	0.0	7.8	0.0	67.5	400
98	'04/08/1961'	0	0.0	6.7	0.0	76.02	400
98	'04/08/1961'	1	0.0	5.6	0.0	85.04	400
98	'04/08/1961'	2	0.0	6.7	0.0	78.77	400
98	'04/08/1961'	3	0.0	6.7	0.0	62.14	400
98	'04/08/1961'	4	0.0	5.6	0.0	67.08	400
98	'04/08/1961'	5	0.0	5.0	0.0	66.96	400
98	'04/08/1961'	6	34.0	5.6	0.0	61.9	400
98	'04/08/1961'	7	186.0	6.1	0.0	64.78	400
98	'04/08/1961'	8	378.0	8.3	0.0	43.64	400
98	'04/08/1961'	9	549.0	10.6	0.0	35.69	400
98	'04/08/1961'	10	742.0	12.2	0.0	36.38	400
98	'04/08/1961'	11	706.0	13.3	0.0	31.17	400
98	'04/08/1961'	12	867.0	15.6	0.0	31.53	400
98	'04/08/1961'	13	558.0	16.1	0.0	29.21	400
98	'04/08/1961'	14	303.0	16.1	0.0	26.93	400
98	'04/08/1961'	15	208.0	18.3	0.0	27.48	400
98	'04/08/1961'	16	134.0	17.8	0.0	28.37	400
98	'04/08/1961'	17	69.0	17.2	0.0	29.49	400
98	'04/08/1961'	18	30.0	16.7	0.0	35.98	400
98	'04/08/1961'	19	0.0	15.6	0.0	48.85	400
98	'04/08/1961'	20	0.0	13.9	0.0	61.47	400
98	'04/08/1961'	21	0.0	13.3	0.0	56.81	400
98	'04/08/1961'	22	0.0	13.3	0.0	44.94	400
98	'04/08/1961'	23	0.0	12.8	0.0	54.34	400
99	'04/09/1961'	0	0.0	11.7	0.0	68.24	400
99	'04/09/1961'	1	0.0	11.7	0.0	68.24	400
99	'04/09/1961'	2	0.0	11.1	0.0	68.6	400
99	'04/09/1961'	3	0.0	11.7	0.0	63.19	400
99	'04/09/1961'	4	0.0	10.6	0.0	70.95	400
99	'04/09/1961'	5	0.0	10.6	0.0	68.03	400
99	'04/09/1961'	6	27.0	11.1	0.0	56.3	400
99	'04/09/1961'	7	84.0	11.7	0.0	58.48	400
99	'04/09/1961'	8	194.0	13.3	0.0	59.24	400
99	'04/09/1961'	9	285.0	15.0	0.0	61.7	400
99	'04/09/1961'	10	225.0	16.7	0.0	64.2	400
99	'04/09/1961'	11	240.0	16.1	0.0	77.37	400
99	'04/09/1961'	12	254.0	16.1	0.5	89.5	400
99	'04/09/1961'	13	405.0	16.7	0.8	93.11	400
99	'04/09/1961'	14	214.0	17.2	0.3	86.7	400
99	'04/09/1961'	15	179.0	16.7	3.3	96.19	400
99	'04/09/1961'	16	235.0	16.7	14.2	96.19	400
99	'04/09/1961'	17	123.0	17.2	0.5	93.14	400
99	'04/09/1961'	18	26.0	17.2	0.0	90.16	400
99	'04/09/1961'	19	0.0	16.7	0.0	93.11	400
99	'04/09/1961'	20	0.0	16.1	0.0	93.09	400
99	'04/09/1961'	21	0.0	15.6	0.0	92.45	400
99	'04/09/1961'	22	0.0	15.0	0.0	96.15	400
99	'04/09/1961'	23	0.0	14.4	0.0	93.01	400
100	'04/10/1961'	0	0.0	15.0	0.8	100.0	400
100	'04/10/1961'	1	0.0	15.6	0.0	79.93	400
100	'04/10/1961'	2	0.0	12.8	0.0	73.82	400
100	'04/10/1961'	3	0.0	11.1	0.0	74.06	400
100	'04/10/1961'	4	0.0	10.6	0.0	73.47	400
100	'04/10/1961'	5	0.0	10.0	0.0	73.89	400
100	'04/10/1961'	6	46.0	9.4	0.0	76.96	400
100	'04/10/1961'	7	225.0	10.0	0.0	73.89	400
100	'04/10/1961'	8	421.0	11.7	0.0	68.24	400
100	'04/10/1961'	9	596.0	12.8	0.0	58.72	400
100	'04/10/1961'	10	652.0	13.9	0.0	56.94	400
100	'04/10/1961'	11	833.0	14.4	0.0	55.1	400
100	'04/10/1961'	12	837.0	15.6	0.0	52.75	400
100	'04/10/1961'	13	946.0	16.1	0.0	53.24	400
100	'04/10/1961'	14	760.0	16.7	0.0	45.48	400
100	'04/10/1961'	15	657.0	18.3	0.0	44.32	400
100	'04/10/1961'	16	445.0	18.3	0.0	42.8	400
100	'04/10/1961'	17	224.0	18.3	0.0	39.34	400
100	'04/10/1961'	18	39.0	17.2	0.0	40.76	400
100	'04/10/1961'	19	0.0	15.0	0.0	47.01	400
100	'04/10/1961'	20	0.0	13.3	0.0	50.38	400
100	'04/10/1961'	21	0.0	11.7	0.0	54.08	400
100	'04/10/1961'	22	0.0	10.6	0.0	58.23	400
100	'04/10/1961'	23	0.0	8.9	0.0	65.35	400
101	'04/11/1961'	0	0.0	7.8	0.0	70.46	400
101	'04/11/1961'	1	0.0	6.7	0.0	62.14	400
101	'04/11/1961'	2	0.0	5.6	0.0	78.62	400
101	'04/11/1961'	3	0.0	3.3	0.0	82.39	400
101	'04/11/1961'	4	0.0	2.2	0.0	92.4	400
101	'04/11/1961'	5	0.0	1.7	0.0	95.77	400
101	'04/11/1961'	6	54.0	1.1	0.0	100.0	400
101	'04/11/1961'	7	245.0	3.3	0.0	92.45	400
101	'04/11/1961'	8	453.0	6.7	0.0	76.02	400
101	'04/11/1961'	9	624.0	9.4	0.0	58.38	400
101	'04/11/1961'	10	653.0	11.7	0.0	54.08	400
101	'04/11/1961'	11	836.0	13.3	0.0	52.57	400
101	'04/11/1961'	12	805.0	14.4	0.0	45.22	400
101	'04/11/1961'	13	784.0	16.7	0.0	34.46	400
101	'04/11/1961'	14	761.0	17.2	0.0	36.11	400
101	'04/11/1961'	15	524.0	18.3	0.0	35.13	400
101	'04/11/1961'	16	460.0	18.9	0.0	32.39	400
101	'04/11/1961'	17	188.0	19.4	0.0	30.27	400
101	'04/11/1961'	18	39.0	19.4	0.0	32.75	400
101	'04/11/1961'	19	0.0	16.1	0.0	51.06	400
101	'04/11/1961'	20	0.0	12.8	0.0	63.41	400
101	'04/11/1961'	21	0.0	12.2	0.0	66.0	400
101	'04/11/1961'	22	0.0	13.3	0.0	71.41	400
101	'04/11/1961'	23	0.0	13.3	0.0	69.0	400
102	'04/12/1961'	0	0.0	12.8	0.0	71.33	400
102	'04/12/1961'	1	0.0	12.2	0.0	76.83	400
102	'04/12/1961'	2	0.0	12.2	0.0	82.82	400
102	'04/12/1961'	3	0.0	11.1	1.8	92.85	400
102	'04/12/1961'	4	0.0	11.7	2.5	96.06	400
102	'04/12/1961'	5	0.0	11.7	7.4	96.06	400
102	'04/12/1961'	6	14.0	12.2	6.1	100.0	400
102	'04/12/1961'	7	63.0	12.8	11.2	96.09	400
102	'04/12/1961'	8	224.0	13.9	8.4	96.12	400
102	'04/12/1961'	9	447.0	14.4	8.9	93.01	400
102	'04/12/1961'	10	661.0	15.6	0.0	89.46	400
102	'04/12/1961'	11	517.0	17.8	0.0	86.75	400
102	'04/12/1961'	12	293.0	20.6	0.0	80.54	400
102	'04/12/1961'	13	459.0	20.6	0.3	83.71	400
102	'04/12/1961'	14	698.0	23.9	0.0	70.39	400
102	'04/12/1961'	15	555.0	22.8	0.0	67.97	400
102	'04/12/1961'	16	334.0	24.4	0.0	55.15	400
102	'04/12/1961'	17	211.0	23.3	0.0	51.05	400
102	'04/12/1961'	18	50.0	22.8	0.0	45.44	400
102	'04/12/1961'	19	0.0	21.1	0.0	40.06	400
102	'04/12/1961'	20	0.0	18.3	0.0	44.32	400
102	'04/12/1961'	21	0.0	16.7	0.0	49.12	400
102	'04/12/1961'	22	0.0	14.4	0.0	57.06	400
102	'04/12/1961'	23	0.0	13.3	0.0	59.24	400
103	'04/13/1961'	0	0.0	12.2	0.0	63.73	400
103	'04/13/1961'	1	0.0	12.2	0.0	68.8	400
103	'04/13/1961'	2	0.0	12.2	0.0	66.0	400
103	'04/13/1961'	3	0.0	11.7	0.0	68.24	400
103	'04/13/1961'	4	0.0	11.7	0.0	68.24	400
103	'04/13/1961'	5	0.0	11.7	0.0	68.24	400
103	'04/13/1961'	6	38.0	11.1	0.0	68.6	400
103	'04/13/1961'	7	174.0	11.7	0.0	58.48	400
103	'04/13/1961'	8	365.0	12.2	0.0	61.11	400
103	'04/13/1961'	9	310.0	12.8	0.0	54.34	400
103	'04/13/1961'	10	580.0	13.3	0.0	50.38	400
103	'04/13/1961'	11	832.0	13.9	0.0	48.42	400
103	'04/13/1961'	12	924.0	15.0	0.0	47.01	400
103	'04/13/1961'	13	898.0	16.1	0.0	38.77	400
103	'04/13/1961'	14	839.0	17.2	0.0	40.76	400
103	'04/13/1961'	15	674.0	17.2	0.0	40.76	400
103	'04/13/1961'	16	468.0	17.8	0.0	37.58	400
103	'04/13/1961'	17	241.0	17.8	0.0	37.58	400
103	'04/13/1961'	18	53.0	16.7	0.0	40.34	400
103	'04/13/1961'	19	0.0	15.0	0.0	47.01	400
103	'04/13/1961'	20	0.0	13.9	0.0	48.42	400
103	'04/13/1961'	21	0.0	12.2	0.0	56.55	400
103	'04/13/1961'	22	0.0	11.1	0.0	60.88	400
103	'04/13/1961'	23	0.0	10.0	0.0	65.56	400
104	'04/14/1961'	0	0.0	8.3	0.0	76.26	400
104	'04/14/1961'	1	0.0	7.2	0.0	85.8	400
104	'04/14/1961'	2	0.0	6.1	0.0	85.69	400
104	'04/14/1961'	3	0.0	5.0	0.0	88.69	400
104	'04/14/1961'	4	0.0	4.4	0.0	92.51	400
104	'04/14/1961'	5	0.0	3.3	0.0	100.0	400
104	'04/14/1961'	6	47.0	2.8	0.0	100.0	400
104	'04/14/1961'	7	226.0	4.4	0.0	100.0	400
104	'04/14/1961'	8	461.0	7.8	0.0	88.9	400
104	'04/14/1961'	9	668.0	10.6	0.0	70.95	400
104	'04/14/1961'	10	832.0	13.3	0.0	61.35	400
104	'04/14/1961'	11	923.0	16.1	0.0	45.33	400
104	'04/14/1961'	12	963.0	18.3	0.0	47.83	400
104	'04/14/1961'	13	930.0	20.0	0.0	36.84	400
104	'04/14/1961'	14	825.0	21.1	0.0	32.95	400
104	'04/14/1961'	15	660.0	22.2	0.0	33.47	400
104	'04/14/1961'	16	451.0	22.8	0.0	34.81	400
104	'04/14/1961'	17	225.0	23.3	0.0	32.37	400
104	'04/14/1961'	18	47.0	22.8	0.0	34.81	400
104	'04/14/1961'	19	0.0	20.0	0.0	41.47	400
104	'04/14/1961'	20	0.0	15.6	0.0	71.8	400
104	'04/14/1961'	21	0.0	13.9	0.0	77.07	400
104	'04/14/1961'	22	0.0	12.8	0.0	82.88	400
104	'04/14/1961'	23	0.0	15.0	0.0	71.7	400
105	'04/15/1961'	0	0.0	14.4	0.0	77.66	400
105	'04/15/1961'	1	0.0	13.9	0.0	83.0	400
105	'04/15/1961'	2	0.0	12.8	0.0	89.27	400
105	'04/15/1961'	3	0.0	11.1	0.0	96.69	400
105	'04/15/1961'	4	0.0	11.7	0.0	96.06	400
105	'04/15/1961'	5	0.0	12.2	0.0	100.0	400
105	'04/15/1961'	6	22.0	12.8	0.0	100.0	400
105	'04/15/1961'	7	61.0	12.8	6.9	100.0	400
105	'04/15/1961'	8	98.0	13.9	7.1	96.12	400
105	'04/15/1961'	9	201.0	13.3	7.4	100.0	400
105	'04/15/1961'	10	204.0	12.2	21.6	96.72	400
105	'04/15/1961'	11	359.0	12.2	10.4	96.72	400
105	'04/15/1961'	12	467.0	13.3	0.3	100.0	400
105	'04/15/1961'	13	466.0	15.0	0.0	93.03	400
105	'04/15/1961'	14	361.0	17.2	0.0	86.7	400
105	'04/15/1961'	15	337.0	18.9	0.0	83.53	400
105	'04/15/1961'	16	230.0	18.9	0.0	83.53	400
105	'04/15/1961'	17	125.0	18.3	0.0	86.79	400
105	'04/15/1961'	18	21.0	18.3	0.0	86.79	400
105	'04/15/1961'	19	0.0	17.8	0.0	93.16	400
105	'04/15/1961'	20	0.0	17.8	2.3	93.16	400
105	'04/15/1961'	21	0.0	17.8	0.0	96.22	400
105	'04/15/1961'	22	0.0	18.3	0.0	93.19	400
105	'04/15/1961'	23	0.0	18.3	3.3	93.19	400
106	'04/16/1961'	0	0.0	18.3	0.5	93.19	400
106	'04/16/1961'	1	0.0	18.9	0.0	89.69	400
106	'04/16/1961'	2	0.0	17.2	4.8	80.66	400
106	'04/16/1961'	3	0.0	13.3	0.0	66.21	400
106	'04/16/1961'	4	0.0	11.1	0.0	68.6	400
106	'04/16/1961'	5	0.0	9.4	0.0	65.45	400
106	'04/16/1961'	6	53.0	7.8	0.0	65.13	400
106	'04/16/1961'	7	236.0	7.8	0.0	65.13	400
106	'04/16/1961'	8	476.0	8.9	0.0	60.4	400
106	'04/16/1961'	9	683.0	9.4	0.0	55.91	400
106	'04/16/1961'	10	839.0	11.1	0.0	46.02	400
106	'04/16/1961'	11	949.0	11.7	0.0	44.2	400
106	'04/16/1961'	12	979.0	13.3	0.0	33.82	400
106	'04/16/1961'	13	944.0	13.9	0.0	31.09	400
106	'04/16/1961'	14	839.0	15.6	0.0	31.53	400
106	'04/16/1961'	15	674.0	16.7	0.0	29.36	400
106	'04/16/1961'	16	463.0	16.7	0.0	27.08	400
106	'04/16/1961'	17	234.0	17.2	0.0	27.2	400
106	'04/16/1961'	18	48.0	16.1	0.0	25.94	400
106	'04/16/1961'	19	0.0	15.0	0.0	30.24	400
106	'04/16/1961'	20	0.0	12.8	0.0	39.32	400
106	'04/16/1961'	21	0.0	10.6	0.0	49.71	400
106	'04/16/1961'	22	0.0	10.0	0.0	53.68	400
106	'04/16/1961'	23	0.0	9.4	0.0	58.38	400
107	'04/17/1961'	0	0.0	10.6	0.0	49.71	400
107	'04/17/1961'	1	0.0	9.4	0.0	53.92	400
107	'04/17/1961'	2	0.0	7.8	0.0	60.16	400
107	'04/17/1961'	3	0.0	6.1	0.0	75.93	400
107	'04/17/1961'	4	0.0	5.0	0.0	79.11	400
107	'04/17/1961'	5	0.0	4.4	0.0	82.52	400
107	'04/17/1961'	6	65.0	6.1	0.0	70.16	400
107	'04/17/1961'	7	275.0	7.8	0.0	65.13	400
107	'04/17/1961'	8	507.0	11.1	0.0	53.94	400
107	'04/17/1961'	9	711.0	13.9	0.0	35.25	400
107	'04/17/1961'	10	869.0	15.0	0.0	32.79	400
107	'04/17/1961'	11	969.0	17.2	0.0	27.2	400
107	'04/17/1961'	12	1000.0	17.8	0.0	26.17	400
107	'04/17/1961'	13	973.0	18.9	0.0	23.51	400
107	'04/17/1961'	14	865.0	19.4	0.0	17.0	400
107	'04/17/1961'	15	696.0	20.6	0.0	17.92	400
107	'04/17/1961'	16	448.0	21.1	0.0	21.23	400
107	'04/17/1961'	17	251.0	21.1	0.0	18.86	400
107	'04/17/1961'	18	60.0	20.6	0.0	17.92	400
107	'04/17/1961'	19	0.0	19.4	0.0	18.48	400
107	'04/17/1961'	20	0.0	17.2	0.0	24.16	400
107	'04/17/1961'	21	0.0	15.0	0.0	32.79	400
107	'04/17/1961'	22	0.0	14.4	0.0	31.45	400
107	'04/17/1961'	23	0.0	13.3	0.0	29.8	400
108	'04/18/1961'	0	0.0	12.2	0.0	32.06	400
108	'04/18/1961'	1	0.0	11.7	0.0	31.93	400
108	'04/18/1961'	2	0.0	11.1	0.0	36.09	400
108	'04/18/1961'	3	0.0	9.4	0.0	42.02	400
108	'04/18/1961'	4	0.0	8.3	0.0	45.3	400
108	'04/18/1961'	5	1.0	8.3	0.0	45.3	400
108	'04/18/1961'	6	55.0	7.8	0.0	46.88	400
108	'04/18/1961'	7	137.0	8.3	0.0	47.35	400
108	'04/18/1961'	8	462.0	11.7	0.0	40.79	400
108	'04/18/1961'	9	677.0	13.3	0.0	39.74	400
108	'04/18/1961'	10	847.0	15.0	0.0	38.49	400
108	'04/18/1961'	11	936.0	16.1	0.0	37.41	400
108	'04/18/1961'	12	936.0	16.7	0.0	35.98	400
108	'04/18/1961'	13	944.0	17.8	0.0	33.52	400
108	'04/18/1961'	14	783.0	18.3	0.0	35.13	400
108	'04/18/1961'	15	580.0	18.9	0.0	32.39	400
108	'04/18/1961'	16	237.0	18.9	0.0	31.25	400
108	'04/18/1961'	17	154.0	18.9	0.0	32.39	400
108	'04/18/1961'	18	40.0	18.3	0.0	31.09	400
108	'04/18/1961'	19	0.0	16.7	0.0	35.98	400
108	'04/18/1961'	20	0.0	13.9	0.0	44.77	400
108	'04/18/1961'	21	0.0	13.3	0.0	52.57	400
108	'04/18/1961'	22	0.0	13.3	0.0	54.46	400
108	'04/18/1961'	23	0.0	12.2	0.0	56.55	400
109	'04/19/1961'	0	0.0	11.1	0.0	63.06	400
109	'04/19/1961'	1	0.0	10.6	0.0	58.23	400
109	'04/19/1961'	2	0.0	9.4	0.0	63.16	400
109	'04/19/1961'	3	0.0	8.9	0.0	62.6	400
109	'04/19/1961'	4	0.0	6.7	0.0	82.2	400
109	'04/19/1961'	5	2.0	6.1	0.0	88.77	400
109	'04/19/1961'	6	69.0	6.1	0.0	92.6	400
109	'04/19/1961'	7	276.0	6.1	0.0	88.77	400
109	'04/19/1961'	8	505.0	9.4	0.0	70.74	400
109	'04/19/1961'	9	706.0	12.8	0.0	50.26	400
109	'04/19/1961'	10	863.0	15.0	0.0	47.01	400
109	'04/19/1961'	11	961.0	15.6	0.0	38.64	400
109	'04/19/1961'	12	992.0	16.7	0.0	37.3	400
